link,product_name,brand_name,price,img_url
https://www.glasses.com/gl-us/gucci/889652325705,b'GG0942O',Gucci,435.0,https://assets.glasses.com/is/image/Glasses/889652325705__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/michael-kors/725125388474,b'MK3063 Radda',Michael Kors,194.0,https://assets.glasses.com/is/image/Glasses/725125388474__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/versace/8056597726436,b'VE1285',Versace,270.0,https://assets.glasses.com/is/image/Glasses/8056597726436__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/dolce-and-gabbana/8056597757737,b'DG1346',Dolce & Gabbana,300.0,https://assets.glasses.com/is/image/Glasses/8056597757737__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/starck/8056597226325,b'SH5030',Starck,133.0,https://assets.glasses.com/is/image/Glasses/8056597226325__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/miu-miu/8056597541510,b'MU 51UV',Miu Miu,377.0,https://assets.glasses.com/is/image/Glasses/8056597541510__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/costa-del-mar/8056597725330,b'6A8022 Ocean Ridge 720',Costa,177.0,https://assets.glasses.com/is/image/Glasses/8056597725330__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/tiffany/8056597752336,b'TF4197',Tiffany,439.0,https://assets.glasses.com/is/image/Glasses/8056597752336__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/burberry/8056597832151,b'BE2378 Ellis',Burberry,293.0,https://assets.glasses.com/is/image/Glasses/8056597832151__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/vogue-eyewear/8056597814560,b'VO4271B',Vogue Eyewear,163.0,https://assets.glasses.com/is/image/Glasses/8056597814560__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/ralph-lauren/8056597836876,b'RL5119',Ralph Lauren,266.0,https://assets.glasses.com/is/image/Glasses/8056597836876__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/coach/725125394307,b'HC6206U',Coach,189.0,https://assets.glasses.com/is/image/Glasses/725125394307__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/emporio-armani/8056597817073,b'EA4197',Emporio Armani,172.0,https://assets.glasses.com/is/image/Glasses/8056597817073__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/polo-ralph-lauren/8056597820271,b'PH2259',Polo Ralph Lauren,175.0,https://assets.glasses.com/is/image/Glasses/8056597820271__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/armani-exchange/7895653261358,b'AX3104',Armani Exchange,125.0,https://assets.glasses.com/is/image/Glasses/7895653261358__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/tory-burch/725125398558,b'TY6099',Tory Burch,188.0,https://assets.glasses.com/is/image/Glasses/725125398558__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/arnette/7895653263215,b'AN4320 SURRY H',Arnette,80.0,https://assets.glasses.com/is/image/Glasses/7895653263215__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/coach/725125903424,b'HC6040 Brooklyn',Coach,209.0,https://assets.glasses.com/is/image/Glasses/725125903424__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/burberry/713132321928,b'BE2073',Burberry,224.0,https://assets.glasses.com/is/image/Glasses/713132321928__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/ray-ban/805289421795,b'RB2132 New Wayfarer Classic',Ray-Ban,151.0,https://assets.glasses.com/is/image/Glasses/805289421795__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/805289395447,b'RA7020',Ralph by Ralph Lauren,140.0,https://assets.glasses.com/is/image/Glasses/805289395447__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/armani-exchange/7895653176171,b'AX3059',Armani Exchange,61.5,https://assets.glasses.com/is/image/Glasses/7895653176171__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/gucci/889652323381,b'GG0890O',Gucci,465.0,https://assets.glasses.com/is/image/Glasses/889652323381__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/tiffany/8056597580519,b'TF2217',Tiffany,332.0,https://assets.glasses.com/is/image/Glasses/8056597580519__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/collection-glasses/8056597436403,b'GK2006',GLASSES.COM,55.0,https://assets.glasses.com/is/image/Glasses/8056597436403__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/starck/8056597096225,b'SH2047',Starck,377.0,https://assets.glasses.com/is/image/Glasses/8056597096225__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/tory-burch/725125180092,b'TY2110U',Tory Burch,205.0,https://assets.glasses.com/is/image/Glasses/725125180092__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/miu-miu/8056597669016,b'MU 04UV',Miu Miu,433.0,https://assets.glasses.com/is/image/Glasses/8056597669016__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/dolce-and-gabbana/8056597757317,b'DG4414',Dolce & Gabbana,345.0,https://assets.glasses.com/is/image/Glasses/8056597757317__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/vogue-eyewear/8056597813648,b'VO5484S',Vogue Eyewear,90.0,https://assets.glasses.com/is/image/Glasses/8056597813648__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/versace/8056597836104,b'VE4444U',Versace,345.0,https://assets.glasses.com/is/image/Glasses/8056597836104__001.png?impolicy=GL_g-thumbnail-plp
